-4.503994,-16.71977,-7.487276,0.9978477,6.403775,14.00624,9.896437,2.923715,8.722483,11.10022,8.196321,-9.906988,-15.47734,-6.046714,-3.02151,2.920727,1.06844,4.700768,1.522667,4.408922,3.066477,1.405586,0.2745364,0.003235067,0.1739473,0.4956313,1.076171,-0.2628142,3.644118,5.615726 
-2.803747,-16.04032,-6.580114,-3.381216,5.489125,28.66285,14.61195,13.52462,0.4930915,2.774698,5.716347,-1.813228,-13.76055,5.179403,10.64593,7.231128,8.074178,13.69334,6.084546,0.8047494,2.559872,-0.6840394,-0.08399983,-0.6224573,0.5572872,0.7636186,-0.1696652,-2.490365,-0.3934439,-1.216576 
-2.674692,-13.86491,-5.775279,5.217673,5.489125,13.11746,4.72175,22.77607,14.12541,-3.461577,3.674014,-2.722802,3.072745,19.78577,7.999273,8.304169,5.350981,11.1954,7.608926,-2.672214,2.776988,0.4683058,0.2446584,-0.4720962,0.6321955,-0.1807172,-0.888984,-0.7163529,-0.9528048,-3.327944 
-4.165266,-14.40876,-3.130821,-0.7537778,3.659822,14.00624,4.338439,12.36818,19.29201,4.192033,-1.723579,-1.408973,10.93986,6.540144,-2.200765,5.514265,5.350981,4.700768,7.761364,2.589644,1.980896,1.479199,-0.3553019,0.2217518,1.418733,0.1638377,-0.9224405,-0.7595471,-1.588442,3.156824 
-2.932803,-16.71977,-9.72355,2.988332,8.537961,22.14881,13.19849,22.39059,29.6252,11.10022,2.652848,0.4101754,-9.039407,-9.239006,-0.6413504,-0.1591004,-0.7704325,4.534239,2.514469,-0.2893916,0.2377788,-0.818033,-0.3962492,-0.1222706,-1.451064,-0.1807172,-1.665231,0.3203073,0.1913423,-5.195058 
-5.215324,-17.1273,-10.61806,-2.744262,-0.9134331,14.23889,5.871681,20.07773,15.73997,7.31017,6.591633,0.8144304,-14.61895,-7.180665,-11.40526,-9.704042,-1.076911,-0.05371723,-0.4609358,-0.8022703,-1.651931,0.9639136,0.4417377,-0.1150299,-0.6452756,-0.4104205,-0.3871337,-1.277877,0.7507033,1.168994 
-3.836191,-10.87372,-2.785892,-3.938552,-0.1512241,8.673553,3.571819,6.453805,5.927595,8.585773,14.26447,2.734643,-2.006801,3.478476,-6.668047,9.591817,6.323551,-1.756711,1.230961,-2.672214,0.1408485,0.07972429,-0.1138779,-0.4345059,-1.399631,-1.23025,-1.468235,-1.191489,1.386341,2.074907 
-2.739219,-11.41757,-1.981058,3.386428,0.1536598,-0.3920245,-17.14306,0.9284463,16.3858,11.10022,25.68878,18.0743,10.93986,14.44926,15.93924,11.9525,-2.486713,-5.722599,-0.8693246,-1.451916,-0.1741748,0.4549064,0.05543092,0.1335679,0.000531654,-0.4869883,-1.139909,-1.299474,2.167537,5.222301 
-3.642607,-8.426379,3.53781,7.720345,3.812264,0.8522706,-4.477696,6.760769,13.15667,2.774698,-4.057674,-8.285639,-6.705381,1.210573,6.014283,-2.67159,1.374919,0.8979553,2.514469,1.522779,3.573081,2.068096,0.2745364,-0.136752,0.3929987,-0.3083302,-0.1696652,0.5578753,4.735504,2.271619 
-2.352053,-6.522895,1.353259,5.138054,3.812264,0.8522706,4.338439,15.452,9.188297,4.900701,1.048158,1.926132,-1.11788,6.199959,2.395405,-0.726437,3.52027,7.531762,2.689492,3.75918,3.790197,0.548702,0.1201666,-0.1150299,-1.331053,0.2021216,1.151023,-0.9107267,-0.6985499,-2.778793 
-3.061858,-13.59298,-3.130821,9.187964,4.269589,16.79798,12.1963,12.75366,-7.270485,-4.595446,-10.80942,3.442089,0.7869486,8.858627,2.477479,6.158089,-1.751165,4.034651,6.54186,1.078285,0.09238347,0.7898905,-0.2134713,-0.1939282,-0.2550283,0.7891412,1.300727,-0.73795,-1.932595,-2.559132 
-5.418561,-17.94236,-5.43035,0.9978477,1.678079,15.8674,9.321472,13.13914,0.02727686,4.900701,15.82233,18.0743,0.7869486,-0.2635629,-7.852348,-4.049408,-3.980227,5.200355,1.522667,-3.914915,-1.216175,-0.4830489,-0.3180443,0.2217518,1.006737,1.216656,-1.927891,-1.673449,-1.079932,-0.8542107 
-4.029774,-15.22454,-1.751105,-3.938552,-0.1512241,13.29522,13.19849,17.37939,10.58574,3.483366,12.18733,12.37658,6.37445,13.43278,2.641628,8.947992,-3.40615,0.6976033,1.814373,-2.745314,-0.9253844,-1.351287,-0.3031053,-0.1713741,-0.6018596,0.7253348,-1.205574,-3.01022,-0.9782303,-4.975398 
-3.965247,-11.14564,-1.981058,-1.151875,-0.9134331,0.3190017,0.5053375,4.612019,8.256668,6.884971,8.050442,-0.903654,-6.324415,12.16218,3.298223,13.02554,-0.647841,-2.357768,4.865042,1.89889,0.8678256,1.111138,-0.07902016,-0.2089643,-1.176753,1.065909,0.6667519,-1.673449,-2.736223,-1.27697 
-0.09358084,4.898009,12.14639,15.42535,11.05112,-8.213305,-10.99397,4.151573,-0.7490808,-6.579715,10.11018,7.492815,-16.33573,-4.912763,0.4256176,2.515486,0.6393699,-3.595932,4.712605,1.112476,1.279779,-0.3222566,-0.4781438,-0.02090064,-0.1272483,-1.23025,0.1649016,-1.673449,1.488043,2.074907 
3.326389,17.67854,3.997716,8.821059,5.031799,-47.514,-13.16154,0.161035,-3.078154,-8.138783,-8.434101,19.70222,-1.371858,-9.925119,4.447267,-2.995783,-1.996348,0.09654679,-2.96961,2.459695,-3.343912,-0.8984292,-0.02922347,0.3861108,-0.1637569,1.417652,-0.7217004,-0.2844112,-0.240891,0.2026873 
3.455444,15.77506,1.123305,9.55487,-1.980526,-59.38157,-29.88393,-2.908609,-8.8232,-11.80862,-2.015341,31.91163,10.11598,-14.0418,7.999273,-6.243933,-5.518572,-4.369264,-6.37346,5.058664,-4.189902,-1.392456,0.8553115,0.392959,-1.005309,1.467901,-2.059222,0.4282926,0.4964483,-0.7636194 
3.326389,7.889197,-1.406175,8.821059,15.5788,-55.42571,-4.28604,-11.11869,-8.046843,-6.721448,-5.662364,22.55108,-7.467313,-3.665417,-5.878511,-9.473369,0.02641217,-12.6826,-3.669705,3.889128,-3.231113,1.18475,0.1500446,0.06598791,-0.2002654,1.719146,-0.7384288,-0.7811442,-5.950737,-1.488349 
2.810167,12.24002,-0.9462698,9.187964,8.690404,-58.5904,-17.93937,-7.513075,-13.52609,-13.78274,-8.28822,20.1092,1.548881,-6.84048,-2.036616,-3.725215,5.545495,-11.90927,-3.669705,6.488097,-5.092291,-0.188263,0.1998414,0.1738138,-0.3554268,1.719146,0.1649016,-0.8027413,-3.004099,0.1422931 
2.293945,3.538377,15.27499,15.79225,-0.3036661,-47.514,-61.7361,-21.32065,-10.49434,-30.56272,15.82233,24.58599,22.88612,-1.397515,-0.2309781,19.03457,13.52057,-11.5226,-1.802785,9.866757,-4.810295,-1.927652,0.689882,0.07805576,2.317632,1.51815,1.824692,0.4066956,2.295935,-1.79032 
1.32603,7.889197,13.04027,28.63393,33.0427,-39.60228,2.996854,-22.39454,6.238138,-23.65331,-9.309387,1.622941,-5.562483,6.88033,-24.03782,-13.85618,1.558806,-5.529265,-6.37346,8.437325,-1.143477,0.4147083,0.03053257,0.2286001,-0.2915368,2.070889,-0.6547871,-1.083503,-0.03748704,-0.4314514 
1.32603,11.15231,14.3811,29.36774,31.74908,-31.69056,-18.73567,-18.63592,-3.543968,-34.51094,-10.80942,-6.057907,10.11598,12.67042,-30.74887,-16.85494,7.490635,-5.915931,-5.896327,10.2566,-0.1499423,-1.557132,-0.2383696,0.1142593,-0.7138534,0.4828701,1.001319,-0.8891296,3.451521,-1.458152 
-0.09358084,7.345345,13.93416,23.13036,18.16604,0.3190017,-10.80231,8.90952,3.287979,-14.27627,-12.01769,-3.834504,0.02501713,-4.685973,-8.247116,0.3271881,0.3328909,4.20118,1.347643,0.2234868,-1.877529,-1.145443,-0.1985323,-0.05227706,-0.9538755,1.266905,-0.403862,-0.7595471,1.411766,-0.1294807 
0.03547418,18.49432,21.08524,18.7275,20.10648,-0.9252934,-14.75415,3.077197,14.77123,-20.19861,-14.43423,-7.069626,-2.13379,-6.16011,-1.462095,1.786053,4.255819,-1.055478,-0.5776183,-1.007422,-1.651931,-0.8314323,0.2546177,0.5367731,0.4568886,1.618648,3.246882,-2.490365,-2.93713,-3.986925 
0.1000017,-11.41757,0.433447,0.4405124,-14.23344,11.69541,-9.460728,10.90479,-12.01022,-11.80862,-7.267054,-10.31232,-7.975268,-13.01263,-3.103584,-6.013258,-3.723837,-2.80856,0.4141832,-1.315149,-0.1257097,-0.2552598,-0.263268,0.03219792,0.2743458,0.2914506,0.4492834,-0.1980228,0.1913423,-0.008692355 
-0.09358084,-19.98,-1.291199,-12.31553,-20.95101,-0.7475371,-16.34676,3.230679,-15.04197,-13.78274,-4.495317,-3.430249,-0.7369143,-7.523721,4.857638,0.3271881,2.723425,1.5491,3.950414,1.249244,1.279779,0.5889001,-0.2333899,-0.1343385,-0.09073975,-0.3083302,0.1649016,-1.234683,-0.6476989,-0.1596777 
0.7452787,-42.39409,15.27499,-3.620074,-3.809829,24.7079,4.913404,15.83748,4.37488,-8.280518,4.549299,-6.66429,-8.483222,-7.866779,-4.334701,-1.942158,9.241262,3.202006,5.932108,1.386012,2.198012,-0.523247,-0.1288169,0.09495076,-0.5927324,-1.093094,0.01434659,-2.490365,0.1659169,1.470965 
1.777723,-36.28115,11.69944,-19.93096,-15.72623,8.495796,-21.12458,9.983895,-4.630869,-17.73097,2.215205,16.0394,4.977575,-5.026158,-0.9696485,-3.806263,-0.5252495,-1.756711,7.151612,-1.349341,2.053267,-1.721808,-0.6692313,0.1738138,1.643458,0.9151618,0.9344053,0.1907247,0.2930443,2.665043 
2.681112,-35.4661,1.698187,-28.30794,-17.96542,3.518616,-33.86545,1.23541,-1.525438,-17.73097,7.466917,15.22544,16.29508,-0.1501682,1.328437,2.758631,3.275087,0.447163,4.255291,-0.2210079,3.138849,-1.598301,-0.8739679,0.3381727,1.268916,0.6360056,2.872622,-0.5003821,0.3438954,-0.8844078 
2.874694,-38.72633,-3.475751,-13.83862,-11.24786,5.651694,-28.29132,8.142108,5.151237,-16.25038,2.069325,2.027195,10.93986,-4.118997,-9.826187,-2.833687,1.191031,-8.815933,-1.277714,-0.528735,6.178476,1.773647,-0.1387762,0.4888351,-0.3736811,-3.470465,0.7169368,0.773846,-2.93713,-4.645907 
2.681112,-33.42845,-5.315373,-8.507812,-10.50146,4.585155,-17.14306,15.452,20.58366,-16.25038,-4.787079,1.016558,10.52792,-3.892207,-8.247116,-10.62674,5.934523,-4.562598,-5.578238,2.459695,1.763779,-0.4830489,-0.4781438,0.4408971,-0.66242,-2.098905,3.845699,3.490206,-5.147109,-7.830985 
